NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR,JENJANG,Unnamed: 0,BENTUK PENDIDIKAN,WAKTU PENYELENGGARAAN,AKREDITASI_CLEAN,QUALITY_SCORE
SMKS AL MUHTAR PABUARAN,20269160,,CIGUNUNGHERANG,Bantarsari,Kec. Pabuaran,Kab. Sukabumi,Prov. Jawa Barat,43173,-7.1513,106.7694,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS SAIS 1,69830511,,Ciluncat,Ciluncat,Kec. Cangkuang,Kab. Bandung,Prov. Jawa Barat,40377,-7.0413,107.5453,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMK BAKTI INSANI,69975637,,Karang Anyar 2,Tegalbuleud,Kec. Tegalbuleud,Kab. Sukabumi,Prov. Jawa Barat,43186,-7.4202,106.7739,SWASTA,B,Ada,Tidak Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 INDRAMAYU,20216004,,-,Karanganyar,Kec. Indramayu,Kab. Indramayu,Prov. Jawa Barat,45213,-6.3411,108.338,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS PGRI GARUT,20227484,,Situsari Jl karacak No 40,Kotakulon,Kec. Garut Kota,Kab. Garut,Prov. Jawa Barat,44112,-7.2216,107.9056,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PAHLAWAN,69769404,,Blok Kebonpring Kidul,Arjawinangun,Kec. Arjawinangun,Kab. Cirebon,Prov. Jawa Barat,45162,-6.7279,108.461,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS ASY SYIFA,20256288,,JL Raya Cabangbungin No.17 Desa Lenggah jaya,Lenggahjaya,Kec. Cabangbungin,Kab. Bekasi,Prov. Jawa Barat,17720,-6.075,107.1453,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PGRI 3 KARAWANG,20265290,,Bedeng,Rengasdengklok Selatan,Kec. Rengasdengklok,Kab. Karawang,Prov. Jawa Barat,41352,-6.1698,107.2982,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TAMAN KARYA MADYA TEKNIK,20222310,,-,Pekalipan,Kec. Pekalipan,Kota Cirebon,Prov. Jawa Barat,45117,-6.7224,108.5671,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS BINA MANDIRI BOGOR,20238528,,-,Kedunghalang,Kec. Kota Bogor Utara,Kota Bogor,Prov. Jawa Barat,16158,-6.5381,106.8059,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 MUNDU,20214795,,Dusun IV,Mundu Pesisir,Kec. Mundu,Kab. Cirebon,Prov. Jawa Barat,45173,-6.7508,108.589,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TEKNOLOGI ASSALAM BEKASI,20218476,,Cikarang Kota,Cikarang Kota,Kec. Cikarang Utara,Kab. Bekasi,Prov. Jawa Barat,17530,-6.267,107.1478,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMKS ATTAQWA 01 TARUMAJAYA,20254291,,Penggarutan,Setia Asih,Kec. Taruma Jaya,Kab. Bekasi,Prov. Jawa Barat,17215,-6.1707,106.9936,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK PRESIDEN CIREBON,69929094,,Kebon Syarif,Lemahwungkuk,Kec. Lemahwungkuk,Kota Cirebon,Prov. Jawa Barat,45112,-6.7331,108.5475,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK INSAN TAZAKKA,69946696,,KP.SUKASEURI,Sarimulya,Kec. Kotabaru,Kab. Karawang,Prov. Jawa Barat,41372,-6.4179,107.4697,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS SENTOSA CILAWU,20276131,,Genteng,Ngamplang,Kec. Cilawu,Kab. Garut,Prov. Jawa Barat,44181,-7.2814,107.8904,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK PELITA ANUGRAH BANGSA 1,69886263,,muaracikadu,Muaracikadu,Kec. Sindang Barang,Kab. Cianjur,Prov. Jawa Barat,43272,-7.426452,107.183089,SWASTA,C,Ada,Ada,Sumur terlindungi,Kurang,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMK IT BANJARWANGI,69934888,,BOJONG 1,Bojong,Kec. Banjarwangi,Kab. Garut,Prov. Jawa Barat,44172,-7.4504,107.8895,SWASTA,C,Ada,Tidak Ada,Sumur terlindungi,Kurang,SMK,,SMK,Pagi/6 hari,C,50
SMK KRIDA MANDIRI,69959049,,BOJONGSARI,Bojongsari,Kec. Kedung Waringin,Kab. Bekasi,Prov. Jawa Barat,17540,-6.272,107.2613,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMK GLOBAL INDONESIA,69896725,,-,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,Prov. Jawa Barat,16122,-6.5985,106.7927,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK YASPIF,69873937,,Cibuaya,Cibuaya,Kec. Cibuaya,Kab. Karawang,Prov. Jawa Barat,41356,-6.0597,107.356,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK BINA KHARISMA,69954187,,Babakan,Mekarjaya,Kec. Kedung Waringin,Kab. Bekasi,Prov. Jawa Barat,17540,-6.250656,107.246302,SWASTA,B,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS FARMASI MUHAMMADIYAH CIREBON,20244686,,-,Kertawinangun,Kec. Kedawung,Kab. Cirebon,Prov. Jawa Barat,45153,-6.7163,108.5383,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKN 1 CIANJUR,20203872,,-,SAWAH GEDE,Kec. Cianjur,Kab. Cianjur,Prov. Jawa Barat,43212,-6.8265,107.1367,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS MUSLIMIN 1 BANDUNG,20219181,,-,Lingkar Selatan,Kec. Lengkong,Kota Bandung,Prov. Jawa Barat,40263,-6.9326,107.62,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMK NURUL FALAH,69934752,,Cisoka,Cikawung,Kec. Pancatengah,Kab. Tasikmalaya,Prov. Jawa Barat,46194,-7.6371973,108.3250412,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMK ISLAM KAWALU,20270554,,-,Karsamenak,Kec. Kawalu,Kota Tasikmalaya,Prov. Jawa Barat,46182,-7.3656,108.2191,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK INDUSTRI TEKNOLOGI NASIONAL,69827765,,Pedes,Payungsari,Kec. Pedes,Kab. Karawang,Prov. Jawa Barat,41353,-6.072141,107.368602,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK NEGERI 1 CIMERAK,70003343,,BULAKGEBANG,DESA SUKAJAYA,KEC. CIMERAK,Kab. Pangandaran,Prov. Jawa Barat,46395,-7.7710643,108.4211385,NEGERI,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS INSAN AQILAH 3,69786395,,SAWANGAN,Sawangan Lama,Kec. Sawangan,Kota Depok,Prov. Jawa Barat,16511,-6.3988217,106.7604433,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMK PASUNDAN 1,20224133,,-,Citeureup,Kec. Cimahi Utara,Kota Cimahi,Prov. Jawa Barat,40512,-6.8613,107.5518,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS KORPRI SUMEDANG,20208395,,Mekarjaya,MEKARJAYA,Kec. Sumedang Utara,Kab. Sumedang,Prov. Jawa Barat,45323,-6.8347,107.9134,SWASTA,A,Ada,Ada,Sumur tidak terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK PASUNDAN 1 BANJARAN,20206223,,Stasiun,Banjaran,Kec. Banjaran,Kab. Bandung,Prov. Jawa Barat,40377,-7.0462,107.5877,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK MUHAMMADIYAH 1 KUNINGAN,20212914,,-,Ciporang,Kec. Kuningan,Kab. Kuningan,Prov. Jawa Barat,45514,-6.97,108.5034,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK MAN AROFA,69939505,,Gasol,Gasol,Kec. Cugenang,Kab. Cianjur,Prov. Jawa Barat,43252,-6.8126,107.1001,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS WIKRAMA 1 GARUT,20275997,,Tanjung,Pasawahan,Kec. Tarogong Kaler,Kab. Garut,Prov. Jawa Barat,44151,-7.1718,107.8926,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK SAHABAT ABAH,69857737,,Gintung Kidul,Gintung Kidul,Kec. Ciwaringin,Kab. Cirebon,Prov. Jawa Barat,45167,-6.666513,108.384501,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS CENDIKIA MUSLIM,69754780,,Parakanmuncang,PARAKAN MUNCANG,Kec. Nanggung,Kab. Bogor,Prov. Jawa Barat,16650,-6.5635,106.5719,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS ROSMA,20265292,,Adiarsa Barat,Adiarsa Barat,Kec. Karawang Barat,Kab. Karawang,Prov. Jawa Barat,41311,-6.3152,107.3089,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK BHAKTI KENCANA CILEUNYI,20270495,,Cileunyi Wetan,Cileunyi Wetan,Kec. Cileunyi,Kab. Bandung,Prov. Jawa Barat,40622,-6.9413,107.7571,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS PEMBANGUNAN GLOBAL,20265291,,Cariu Barat,Pangulah Utara,Kec. Kotabaru,Kab. Karawang,Prov. Jawa Barat,41374,-6.3932,107.4884,SWASTA,B,Ada,Ada,Lainnya,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 LOSARANG,20216001,,Santing,Santing,Kec. Losarang,Kab. Indramayu,Prov. Jawa Barat,45253,-6.3904,108.1445,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK ASY SYIFA  02 PARIGI,69831550,,Dukuh Satu,DESA PARAKANMANGGU,KEC. PARIGI,Kab. Pangandaran,Prov. Jawa Barat,46393,-7.5893,108.531,SWASTA,B,Ada,Ada,Air sungai,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS AL FARABI,20232417,,-,Mekarsari,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.4073,106.9851,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS MULIA JAYA ASSADIYYAH,20254282,,Bintara,Bintara,Kec. Bekasi Barat,Kota Bekasi,Prov. Jawa Barat,17134,-6.2289,106.9473,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK PGRI SUKRA,70051231,,0,Sumuradem,Kec. Sukra,Kab. Indramayu,Prov. Jawa Barat,0,-6.3042,107.9757,SWASTA,NAN,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,TT,20
SMK PUTRA HARAPAN BOGOR,69830391,,Sindang Barang,Pamoyanan,Kec. Kota Bogor Selatan,Kota Bogor,Prov. Jawa Barat,16720,-6.649745,106.797441,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/6 hari,B,75
SMKS TRIBAKTI PANGALENGAN,20259588,,-,Margamulya,Kec. Pangalengan,Kab. Bandung,Prov. Jawa Barat,40378,-7.173998,107.56726,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS RIYADHUL JANNAH CIJAMBE,20233690,,-,Cirangkong,Kec. Cijambe,Kab. Subang,Prov. Jawa Barat,41286,-6.6423,107.829,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS SAMUDRA NUSANTARA CIREBON,20214822,,-,Sidamulya,Kec. Astana Japura,Kab. Cirebon,Prov. Jawa Barat,45181,-6.8159,108.6162,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK MAARIF AL-GHOZALI,69954454,,Desa Kumbung,Kumbung,Kec. Rajagaluh,Kab. Majalengka,Prov. Jawa Barat,45472,-6.7975,108.3465,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK GENERASI 77,69921748,,CIWARENG,Ciwareng,Kec. Babakancikao,Kab. Purwakarta,Prov. Jawa Barat,41151,-6.5043097,107.4176121,SWASTA,B,Ada,Ada,Ledeng/PAM,Kurang,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS BINA SARANA CENDEKIA,69759252,,-,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,Prov. Jawa Barat,40124,-6.8979,107.6366,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS ISLAM CIAWANG,69775436,,Ciawang,Arjasari,Kec. Leuwisari,Kab. Tasikmalaya,Prov. Jawa Barat,46464,-7.3207,108.098,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS TERPADU 1 YASPIDA SUKABUMI,20252607,,Jl Parungseah,Cipetir,Kec. Kadudampit,Kab. Sukabumi,Prov. Jawa Barat,43153,-6.88625,106.915717,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS DEWANTARA,69752157,,-,Karadenan,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16913,-6.5084383,106.80537,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS AL RUZHAN,20279869,,Desa,Cilangkap,Kec. Manonjaya,Kab. Tasikmalaya,Prov. Jawa Barat,46197,-7.356,108.3321,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AL IRSYAD AL ISLAMIYYAH HAURGEULIS,20216011,,Cipancuh,Cipancuh,Kec. Haurgeulis,Kab. Indramayu,Prov. Jawa Barat,45264,-6.4418,107.9452,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 RAWAMERTA,60728562,,Krajan,Pasirkaliki,Kec. Rawamerta,Kab. Karawang,Prov. Jawa Barat,41382,-6.2541,107.3418,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS BINA HUSADA MANDIRI,20269693,,-,Jatiluhur,Kec. Jatiasih,Kota Bekasi,Prov. Jawa Barat,17425,-6.3186,106.9472,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK TIYASA,69956573,,Sukamenak,Sarimekar,Kec. Jatinunggal,Kab. Sumedang,Prov. Jawa Barat,45373,-6.9544,108.1379,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMK AL AKRAM,69888975,,NGANCENG,Cipeundeuy,Kec. Jatinunggal,Kab. Sumedang,Prov. Jawa Barat,45376,-6.9418,108.1792,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMKS AS SHIDDIQIN,20257291,,-,Cihaur,Kec. Cibeber,Kab. Cianjur,Prov. Jawa Barat,43262,-6.9385,107.1318,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 1 CIJULANG,20254620,,Binangun,DESA KONDANGJAJAR,KEC. CIJULANG,Kab. Pangandaran,Prov. Jawa Barat,46394,-7.7151,108.4731,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS TRI DHARMA 3 BOGOR,20220307,,Kedung Jaya,Kedungjaya,Kec. Tanah Sareal,Kota Bogor,Prov. Jawa Barat,16162,-6.561,106.786,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMK AL-MUNAWWARAH,69904592,,Kp. Nanggela,Babakancaringin,Kec. Karang Tengah,Kab. Cianjur,Prov. Jawa Barat,43281,-6.821,107.1993,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMK KARTIKA XIX-1,20219297,,Merdeka,Merdeka,Kec. Sumur Bandung,Kota Bandung,Prov. Jawa Barat,40113,-6.911,107.6255,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK AZZAHRA,69943804,,Kp. Cigalunggung,Sukamulya,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40764,-6.7829277,107.5756181,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PLUS LABORATORIUM INDONESIA,20254289,,Mekarjaya,Adiarsa Timur,Kec. Karawang Timur,Kab. Karawang,Prov. Jawa Barat,41313,-6.3169,107.3248,SWASTA,A,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK SULTHAN BARUNA,69892382,,cisalak,Cisalak,Kec. Cidaun,Kab. Cianjur,Prov. Jawa Barat,43275,-7.4872,107.2536,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMK IT BUSTANUL ULUM,69947333,,Talagasari,Cibatu,Kec. Karangnunggal,Kab. Tasikmalaya,Prov. Jawa Barat,46186,-7.6289,108.1932,SWASTA,C,Ada,Ada,Air sungai,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMKS IT NAPALA,20268948,,Ciletuh,Ciderum,Kec. Caringin,Kab. Bogor,Prov. Jawa Barat,16730,-6.7004,106.854,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PATRIOT SUMEDANG,20254178,,-,Kebonjati,Kec. Sumedang Utara,Kab. Sumedang,Prov. Jawa Barat,45621,-6.8331,107.9357,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Siang/6 hari,A,100
SMKS IT NU,20279934,,Girimukti,GIRIMUKTI,Kec. Saguling,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.9007,107.4299,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PUTRA BANGSA DEPOK,20229229,,Kemirimuka,Kemirimuka,Kec. Beji,Kota Depok,Prov. Jawa Barat,16423,-6.383,106.8272,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS BINA TEKNOLOGI AL FATAH,69756183,,pasir bentik,Bojong Galing,Kec. Bojong Genteng,Kab. Sukabumi,Prov. Jawa Barat,43353,-6.829766,106.729111,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS TADIKA PERTIWI,20229231,,-,Cinere,Kec. Cinere,Kota Depok,Prov. Jawa Barat,16514,-6.3401733,106.7818917,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS TEKNOLOGI AL-BARKAH,20258502,,Pulosari,Kalangsuria,Kec. Rengasdengklok,Kab. Karawang,Prov. Jawa Barat,41352,-6.159,107.2931,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS PLUS NUSA PUTRA,20257690,,-,SURADE,Kec. Surade,Kab. Sukabumi,Prov. Jawa Barat,43179,-7.3393,106.5662,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS MITRA BAKTI,69852849,,Rawa Banteng,Cibuntu,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.274223,107.078709,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PELITA CIANJUR,69843548,,Sehari Penuh/5 hari,Sukamaju,Kec. Cianjur,Kab. Cianjur,Prov. Jawa Barat,43281,-6.8366,107.1688,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS PLUS SUKARAJA,20268980,,-,Jatisari,Kec. Karangpawitan,Kab. Garut,Prov. Jawa Barat,44182,-7.5424,107.8462,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS FARMASI MUHAMMADIYAH 2 KEDAWUNG,20254048,,-,Kedawung,Kec. Kedawung,Kab. Cirebon,Prov. Jawa Barat,45153,-6.7096,108.5363,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS FATAHILLAH CILEUNGSI,20258413,,Kp. Tengah,Cipeucang,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.424,107.0399,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS MANDIRI HAURGEULIS,20216009,,CIPANCUH,Cipancuh,Kec. Haurgeulis,Kab. Indramayu,Prov. Jawa Barat,45264,-6.4503,107.9472,SWASTA,B,Ada,Ada,Pompa,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS AL SHIGHOR PANGENAN,20253549,,IV,Ender,Kec. Pangenan,Kab. Cirebon,Prov. Jawa Barat,45182,-6.8297,108.6953,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS WAHIDIN ARJAWINANGUN,20244696,,Arjawinangun,Jungjang,Kec. Arjawinangun,Kab. Cirebon,Prov. Jawa Barat,45162,-6.6424,108.4131,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKN 2 DEPOK,20229220,,-,Sawangan Lama,Kec. Sawangan,Kota Depok,Prov. Jawa Barat,16511,-6.40156,106.7584783,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS MANDIRI DEPOK,20229216,,Kp. Manggah,Depok,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16431,-6.3896417,106.8270717,SWASTA,C,Ada,Ada,Pompa,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMK MA ARIF NU TARBIYATUL HUDA CIMARAGAS,69920674,,Pasirnangka,Beber,Kec. Cimaragas,Kab. Ciamis,Prov. Jawa Barat,46381,-7.3698,108.4372,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,C,50
SMKS GARUDA SATYA,20252891,,Putatnutug,Putat Nutug,Kec. Ciseeng,Kab. Bogor,Prov. Jawa Barat,16120,-6.4645,106.6669,SWASTA,B,Ada,Ada,Sumur terlindungi,Kurang,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS DWIGUNA,20232538,,Pondok Terong,Pancoran Mas,Kec. Pancoran Mas,Kota Depok,Prov. Jawa Barat,16431,-6.4373983,106.8072293,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMKS JOYOREJO,69728240,,Putat Nutug,Putat Nutug,Kec. Ciseeng,Kab. Bogor,Prov. Jawa Barat,16330,-6.4659,106.667,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Sehari Penuh/5 hari,B,75
SMKS HASANUDIN KANDANGHAUR,20253107,,Eretan Kulon,Eretan Kulon,Kec. Kandanghaur,Kab. Indramayu,Prov. Jawa Barat,45254,-6.3553,108.1143,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,A,100
SMK INSAN CITA,69888788,,Sehari Penuh/5 hari,Cikakak,Kec. Cikakak,Kab. Sukabumi,Prov. Jawa Barat,43365,-6.962,106.5026,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS IT ABU DZAR,60726715,,Ciseuti Hilir,Pagersari,Kec. Pagerageung,Kab. Tasikmalaya,Prov. Jawa Barat,46158,-7.1274,108.1701,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,B,75
SMKS BUANA BAHARI CIREBON,20222170,,Jl Rd Dewi Sartika Blok Pahing Ds Beber Kec Beber Kab Cirebo,Karyamulya,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45132,-6.8078,108.5205,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,A,100
SMKS CIPTO,20271775,,-,Kesambi,Kec. Kesambi,Kota Cirebon,Prov. Jawa Barat,45132,-6.7312,108.5532,SWASTA,C,Ada,Ada,Ledeng/PAM,Cukup,SMK,,SMK,Sehari Penuh/5 hari,C,50
SMK AL FALAH,69979670,,Sehari Penuh/5 hari,Pasirmulya,Kec. Banjaran,Kab. Bandung,Prov. Jawa Barat,40377,-7.0806,107.5821,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup,SMK,,SMK,Pagi/6 hari,C,50
