Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMKN 1 LEGONKULON,69757495,Legonwetan,Kec. Legon Kulon,Kab. Subang,41254,-6.223,107.7931,NEGERI,A
,SMKS YASINA CIGOMBONG,20231455,Wates Jaya,Kec. Cigombong,Kab. Bogor,16110,-6.7592,106.8001,SWASTA,B
,SMKN 6 KOTA BEKASI,20269651,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2305,107.0351,NEGERI,A
,SMKS AL-TAFAQQUH FIDDIN SINDANGWANGI,69774540,Leuwilaja,Kec. Sindangwangi,Kab. Majalengka,45474,-6.7822,108.3526,SWASTA,B
,SMKS TARUNA SAKTI PURWAKARTA,20229654,Mulyamekar,Kec. Babakancikao,Kab. Purwakarta,41118,-6.5097,107.4587,SWASTA,B
,SMK IT MBU JAMANIS,60726844,Tanjungmekar,Kec. Jamanis,Kab. Tasikmalaya,46175,-7.1866,108.185,SWASTA,B
,SMK MAARIF NU CIPAKU,69948105,Buniseuri,Kec. Cipaku,Kab. Ciamis,46252,-7.2434,108.367,SWASTA,B
,SMKS BUDI RAKSA LEMBANG,20267645,Sukajaya,Kec. Lembang,Kab. Bandung Barat,40791,-6.8196,107.6685,SWASTA,B
,SMKS PATRIOT CIREBON,20214793,Jadimulya,Kec. Gunung Jati,Kab. Cirebon,45151,-6.6892,108.5503,SWASTA,B
,SMKS NURUL WAFA,20262721,Sukarame,Kec. Sukarame,Kab. Tasikmalaya,46461,-7.3653,108.1375,SWASTA,A
,SMKS PROKLAMASI KARAWANG,20217794,Tanjungmekar,Kec. Karawang Barat,Kab. Karawang,41316,-6.2724,107.2741,SWASTA,B
,SMKS EKONOMIKA,20223816,Grogol,Kec. Limo,Kota Depok,16533,-6.3790833,106.7904433,SWASTA,A
,SMKS KESEHATAN PELITA,10648860,Bojong Rangkas,Kec. Ciampea,Kab. Bogor,16620,-6.5536,106.6973,SWASTA,B
,SMKS WIDAYA ANANDA BOGOR,20220300,Babakanpasar,Kec. Kota Bogor Tengah,Kota Bogor,16141,-6.6058,106.8007,SWASTA,B
,SMKN CIPATUJAH,20269714,Darawati,Kec. Cipatujah,Kab. Tasikmalaya,46189,-7.6817,108.0494,NEGERI,A
,SMKS FAJAR DEPOK,20229204,Pancoran Mas,Kec. Pancoran Mas,Kota Depok,16436,-6.3956,106.805,SWASTA,A
,SMK FARMASI AVERUS,69880741,Waru,Kec. Parung,Kab. Bogor,16330,-6.4323,106.7175,SWASTA,B
,SMKS NURUL ICHSAN,69754714,CIDOLOG,Kec. Cidolog,Kab. Sukabumi,43184,-7.2804,106.8124,SWASTA,B
,SMKS PATIH SEMI UJUNG SEMI,20268585,Ujungsemi,Kec. Kaliwedi,Kab. Cirebon,45165,-6.592,108.3973,SWASTA,B
,SMKS PANTI KARYA 3 GUNUNG SINDUR,20232475,Pabuaran,Kec. Gunung Sindur,Kab. Bogor,16340,-6.3637,106.677,SWASTA,B
,SMK PLUS CENDIKIA,69920252,Darmareja,Kec. Nagrak,Kab. Sukabumi,43356,-6.7931192,106.8449108,SWASTA,B
,SMKS ARRAHMAN DEPOK,20229196,Bojong Pondok Terong,Kec. Cipayung,Kota Depok,16431,-6.4339,106.8069,SWASTA,A
,SMK MERAH PUTIH,69952831,Waringinjaya,Kec. Kedung Waringin,Kab. Bekasi,17540,-6.249462,107.245669,SWASTA,C
,SMK MIGAS BALONGAN INDRAMAYU,69957365,Pekandangan Jaya,Kec. Indramayu,Kab. Indramayu,45212,-6.3292,108.3279,SWASTA,B
,SMKS BUMI RIYADHUTHOLIBIN,60724698,Pawenang,Kec. Nagrak,Kab. Sukabumi,43356,-6.8169,106.8339,SWASTA,B
,SMK TARUMA NEGARA BOGOR,69956384,Tanjung Sari,Kec. Cijeruk,Kab. Bogor,16740,-6.6722,106.7962,SWASTA,B
,SMKS BUDIASIH PRATAMA,20253393,Kemang,Kec. Kemang,Kab. Bogor,16310,-6.4998,106.7567,SWASTA,B
,SMK NU CIKEDUNG,69849585,Cikedung Lor,Kec. Cikedung,Kab. Indramayu,45262,-6.480053,108.191009,SWASTA,B
,SMKS YPM CIDAHU,60726511,Jayabakti,Kec. Cidahu,Kab. Sukabumi,43358,-6.7827,106.7468,SWASTA,B
,SMKN 1 BANDUNG,20219178,Babakan Ciamis,Kec. Sumur Bandung,Kota Bandung,40117,-6.9132,107.6089,NEGERI,A
,SMKN PARUNGPONTENG,69752263,Parungponteng,Kec. Parungponteng,Kab. Tasikmalaya,46185,-7.5083,108.1502,NEGERI,A
,SMKS MUHAMMADIYAH MAJALENGKA,20247186,Palabuan,Kec. Sukahaji,Kab. Majalengka,45471,-6.8053,108.2906,SWASTA,B
,SMKN 2 SUKABUMI,20221569,Cikondang,Kec. Citamiang,Kota Sukabumi,43142,-6.9346,106.9261,NEGERI,A
,SMK AL IHYA SELAJAMBE KUNINGAN,20252248,Selajambe,Kec. Selajambe,Kab. Kuningan,45566,-7.1039,108.4546,SWASTA,A
,SMK IT AL-HASANAH,69949271,Sindanghayu,Kec. Takokak,Kab. Cianjur,43265,-7.1538,106.9836,SWASTA,B
,SMKN 5 PANGALENGAN,20206215,Pangalengan,Kec. Pangalengan,Kab. Bandung,40378,-7.1856,107.5805,NEGERI,A
,SMK NUSANTARA KOTA BOGOR,69886244,Ciluar,Kec. Kota Bogor Utara,Kota Bogor,16710,-6.58378,106.816691,SWASTA,B
,SMKN 3 BOGOR,20220275,Babakan,Kec. Kota Bogor Tengah,Kota Bogor,16151,-6.5832,106.8066,NEGERI,A
,SMK IT BUDI LUHUR,69910996,Sukaluyu,Kec. Cijati,Kab. Cianjur,43277,-7.2923,107.0081,SWASTA,C
,SMKS PGRI 2 SUMEDANG,20235639,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8439,107.9229,SWASTA,A
,SMKS IT IBNU RUSYD,20279910,Padurenan,Kec. Mustika Jaya,Kota Bekasi,17156,-6.3234,106.9916,SWASTA,B
,SMK Miftahul Huda Al Husna,69893732,Sukarindik,Kec. Bungursari,Kota Tasikmalaya,46151,-7.3024,108.1946,SWASTA,B
,SMK NEGERI 1 CUGENANG,20252384,Sarampad,Kec. Cugenang,Kab. Cianjur,43252,-6.8071,107.0524,NEGERI,B
,SMKN 1 SETU,20238033,Cileduk,Kec. Setu,Kab. Bekasi,17320,-6.3517,107.0293,NEGERI,A
,SMKN 1 ARJASARI,69967685,Patrolsari,Kec. Arjasari,Kab. Bandung,40379,-7.0584,107.6735,NEGERI,C
,SMKS YPPS SUMEDANG,20208402,Situ,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8303,107.9219,SWASTA,A
,SMKS KARYA BHAKTI 4 KEDUNGWARINGIN,20275342,Karangsambung,Kec. Kedung Waringin,Kab. Bekasi,17540,-6.2545,107.2661,SWASTA,A
,SMK AMEC,20268755,Pondok Petir,Kec. Bojongsari,Kota Depok,16517,-6.3622467,106.7322333,SWASTA,A
,SMKS KESEHATAN SABILURRAHIM,69775432,MEKARSARI,Kec. Cileungsi,Kab. Bogor,16820,-6.4068,106.9951,SWASTA,B
,SMKS PUTRA GUNUNGHALU,69772947,Gununghalu,Kec. Gununghalu,Kab. Bandung Barat,40565,-7.0576,107.3332,SWASTA,B
,SMKS BPI BANDUNG,20265526,Burangrang,Kec. Lengkong,Kota Bandung,40262,-6.924,107.619,SWASTA,A
,SMK NEGERI 1 KEMANG,69955278,Kemang,Kec. Kemang,Kab. Bogor,16310,-6.5004,106.7481,NEGERI,B
,SMKS SALAFIYYAH DARURROHMAH,20268566,Pasawahan,Kec. Susukan Lebak,Kab. Cirebon,45185,-6.8491,108.6015,SWASTA,B
,SMK CIBITUNG 1,70011076,Wanajaya,Kec. Cibitung,Kab. Bekasi,17520,-6.245,107.095,SWASTA,A
,SMK MUTIARA BANGSA,69955031,Mekarjaya,Kec. Bayongbong,Kab. Garut,44162,-7.2363,107.8464,SWASTA,C
,SMKN 2 BALEENDAH,20206226,Baleendah,Kec. Baleendah,Kab. Bandung,40375,-7.0019,107.6244,NEGERI,A
,SMKS PERWARI TASIKMALAYA,20224596,Lengkongsari,Kec. Tawang,Kota Tasikmalaya,46111,-7.3277,108.2407,SWASTA,B
,SMK Muhammadiyah 2,20231416,Cileungsi,Kec. Cileungsi,Kab. Bogor,16820,-6.4491,106.9571,SWASTA,A
,SMK AL-FADHIILAH,69864653,Pasirbaru,Kec. Cisolok,Kab. Sukabumi,43366,-6.949844,106.432405,SWASTA,B
,SMKS NUANSA MANGUNREJA,20210710,Sukasukur,Kec. Mangunreja,Kab. Tasikmalaya,46462,-7.372,108.0851,SWASTA,A
,SMKS ADZKIA KHARISMA,20253352,Situ Udik,Kec. Cibungbulang,Kab. Bogor,16630,-6.5625,106.6534,SWASTA,B
,SMK YPIB Jatinunggal,69858466,Sirnasari,Kec. Jatinunggal,Kab. Sumedang,45376,-6.9473,108.1257,SWASTA,B
,SMKS FLORA,20268251,Kaliabang Tengah,Kec. Bekasi Utara,Kota Bekasi,17125,-6.1931707,107.001097,SWASTA,B
,SMK TAMANSISWA RANCAEKEK,20227966,Bojongloa,Kec. Rancaekek,Kab. Bandung,40394,-6.9717,107.7643,SWASTA,A
,SMK PARIWISATA YAPPMI JATIBARANG,69948195,Kebulen,Kec. Jatibarang,Kab. Indramayu,45273,-6.4579,108.3017,SWASTA,B
,SMK TERPADU DIPONEGORO,69955539,Dangdeur,Kec. Subang,Kab. Subang,41212,-6.565151,107.761525,SWASTA,C
,SMK MANARUL HUDA,69950863,Cileungsir,Kec. Rancah,Kab. Ciamis,46387,-7.2209108,108.5003014,SWASTA,C
,SMK KESEHATAN RAJAWALI,70030337,Cihanjuang Rahayu,Kec. Parongpong,Kab. Bandung Barat,40559,-6.8294,107.5728,SWASTA,A
,SMKS MUHAMMADIYAH 2 BANJARSARI,20211498,Cibadak,Kec. Banjarsari,Kab. Ciamis,46383,-7.2031,108.4914,SWASTA,B
,SMK NURUR RAHMAH,69946817,Bongas,Kec. Bongas,Kab. Indramayu,45255,-6.3769,108.0104,SWASTA,B
,SMKS AGRIBISNIS SUMEDANG,20235633,Cigendel,Kec. Pamulihan,Kab. Sumedang,45365,-6.8863,107.832,SWASTA,B
,SMKS ANANDA BEKASI,20223036,Duren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.2343,107.0243,SWASTA,A
,SMK GARNESIA,69888896,Cipendawa,Kec. Pacet,Kab. Cianjur,43253,-6.7486,107.0583,SWASTA,B
,SMKS SAGAMULIA,20238539,Harjasari,Kec. Kota Bogor Selatan,Kota Bogor,16720,-6.6696,106.8455,SWASTA,A
,SMKS AL-MARFUIYAH,69734081,Curugkembar,Kec. Curugkembar,Kab. Sukabumi,43182,-7.2261,106.9404,SWASTA,C
,SMK TUNAS BANGSA (NASSA) CIATER,20233692,Palasari,Kec. Ciater,Kab. Subang,41281,-6.7142,107.6705,SWASTA,A
,SMK BINA BAHARI,20271154,Ujung Genteng,Kec. Ciracap,Kab. Sukabumi,43176,-7.3505,106.4281,SWASTA,B
,SMKS MUHAMMADIYAH LEMAHABANG CIREBON,20244688,Leuwidingding,Kec. Lemah Abang,Kab. Cirebon,45183,-6.8484,108.6239,SWASTA,A
,SMKS PGRI JATIBARANG,20215971,Kebulen,Kec. Jatibarang,Kab. Indramayu,45273,-6.4658,108.2972,SWASTA,A
,SMKS ABDI KARYA BEKASI,20223038,Jatibening,Kec. Pondokgede,Kota Bekasi,17412,-6.2563,106.9503,SWASTA,B
,SMKS PUTERA PERTIWI INDONESIA,69786396,Cibeureum,Kec. Cugenang,Kab. Cianjur,43252,-6.7846,107.0628,SWASTA,B
,SMK MITRA BAKTI HUSADA,69944391,Jatimekar,Kec. Jatiasih,Kota Bekasi,17422,-6.3035,106.9373,SWASTA,A
,SMKS MAARIF PAMEUNGPEUK,20262098,Pameungpeuk,Kec. Pameungpeuk,Kab. Garut,44175,-7.6372,107.7321,SWASTA,B
,SMK RIYADLUL HUDA,70041744,NAGREG KENDAN,Kec. Nagreg,Kab. Bandung,-,-7.017,107.889,SWASTA,Belum/Tidak Terakreditasi
,SMK TERPADU NURUL QUR AN CIKAKAK,69988520,Sukamaju,Kec. Cikakak,Kab. Sukabumi,43365,-6.9448,106.5245,SWASTA,C
,SMKS SMART,20271401,Ciantra,Kec. Cikarang Selatan,Kab. Bekasi,17550,-6.3175,107.1259,SWASTA,C
,SMK MANDALA,20200592,Cibeber I,Kec. Leuwiliang,Kab. Bogor,16640,-6.5718,106.6238,SWASTA,B
,SMKN 1 KAWALI,20233694,Kawalimukti,Kec. Kawali,Kab. Ciamis,46253,-7.1869,108.3626,NEGERI,A
,SMKS AL MUSLIM,20238036,Tambun,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2676,107.0749,SWASTA,A
,SMKS PUI HAURGEULIS,20244757,Haurgeulis,Kec. Haurgeulis,Kab. Indramayu,45264,-6.468,107.9477,SWASTA,B
,SMKS JAYABEKA 01 KARAWANG,20252214,Tanjungmekar,Kec. Karawang Barat,Kab. Karawang,41316,-6.2723,107.2741,SWASTA,A
,SMK IT NURUL ITTIHAD,69856657,Waringinsari,Kec. Takokak,Kab. Cianjur,43265,-7.192178,106.993083,SWASTA,B
,SMKS AL MASTHURIYAH SUKABUMI,20202281,Cibolang Kaler,Kec. Cisaat,Kab. Sukabumi,43152,-6.9049,106.8706,SWASTA,A
,SMKS DARUL FATWA,20253021,Jatiroke,Kec. Jatinangor,Kab. Sumedang,45363,-6.9394,107.7885,SWASTA,B
,SMKS AULIA KALIJATI,20270741,Kalijati Timur,Kec. Kalijati,Kab. Subang,41271,-6.5275,107.6846,SWASTA,B
,SMKS GROGOL KAPETAKAN,69725981,Grogol,Kec. Kapetakan,Kab. Cirebon,45152,-6.8818,108.6842,SWASTA,B
,SMKS PELITA AL IKHSAN,20268778,Ujungjaya,Kec. Ujungjaya,Kab. Sumedang,45383,-6.7296,108.1203,SWASTA,B
,SMK INOTEK TEMPURAN,69958770,Pagadungan,Kec. Tempuran,Kab. Karawang,41385,-6.1932,107.4497,SWASTA,C
,SMK AL MADINAH MADANIA,69883477,CIHERANG,Kec. Karang Tengah,Kab. Cianjur,43281,-6.823651,107.172069,SWASTA,B
,SMKS PGRI SELABINTANA,20270819,Warnasari,Kec. Sukabumi,Kab. Sukabumi,43151,-6.8797,106.9233,SWASTA,A
,SMK INTERMEDIKA,69899282,Mekargalih,Kec. Jatiluhur,Kab. Purwakarta,41152,-6.5065,107.3939,SWASTA,C
,SMKS YPI KHOERUL FALAH JOMPONG,20244753,Mertajaya,Kec. Bojongasih,Kab. Tasikmalaya,46187,-7.5586,108.1029,SWASTA,B
,SMKN DARANGDAN,69849091,Linggasari,Kec. Darangdan,Kab. Purwakarta,41163,-6.697,107.4567,NEGERI,C
,SMKS INOVATIF,20254258,Karyasari,Kec. Leuwiliang,Kab. Bogor,16640,-6.6332,106.6401,SWASTA,B
,SMK PRIMA MAARIF,69899305,Jatimurni,Kec. Pondok Melati,Kota Bekasi,17431,-6.3297,106.9345,SWASTA,B
,SMKS AL ILYAS MALANGBONG,20275998,Malangbong,Kec. Malangbong,Kab. Garut,44188,-7.0605,108.0863,SWASTA,A
,SMK NU GLOBAL MADANI,20272054,Cilebut Barat,Kec. Sukaraja,Kab. Bogor,16710,-6.529,106.7908,SWASTA,B
,SMKS KESEHATAN ANNISA,20269709,Puspasari,Kec. Citeureup,Kab. Bogor,16810,-6.4854,106.8836,SWASTA,A
,SMKS AL MUHADJIRIN BEKASI,20231730,Aren Jaya,Kec. Bekasi Timur,Kota Bekasi,17111,-6.25,107.0299,SWASTA,A
,SMKN SUKASARI,20251889,Sindangsari,Kec. Sukasari,Kab. Sumedang,45366,-6.8989,107.7611,NEGERI,A
,SMK NEGERI 1 SUKANAGARA,20252868,Gunungsari,Kec. Sukanagara,Kab. Cianjur,43264,-7.1276,107.0793,NEGERI,A
,SMK BANDUNG TIMUR,20227929,Cinunuk,Kec. Cileunyi,Kab. Bandung,40624,-6.9387,107.7327,SWASTA,A
,SMK IT NURUL ILMI,69972643,Cengkong,Kec. Purwasari,Kab. Karawang,41375,-6.3592,107.4,SWASTA,C
,SMKS PAKUAN LEMBANG,20228550,Lembang,Kec. Lembang,Kab. Bandung Barat,40391,-6.822,107.6318,SWASTA,A
,SMKS KESEHATAN LOGOS,20271528,Pabuaran,Kec. Bojong Gede,Kab. Bogor,16320,-6.4607,106.7975,SWASTA,A
,SMKS YAPANSA,69734363,Rengasjajar,Kec. Cigudeg,Kab. Bogor,16660,-6.4324,106.555,SWASTA,B
,SMKS KARYA GUNA JAYA,20268366,Jatimulya,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2779,107.0239,SWASTA,A
,SMKN 1 CAMPAKA CIANJUR,20252399,Sukajadi,Kec. Campaka,Kab. Cianjur,43263,-6.9978,107.1391,NEGERI,B
,SMKS KENCANA BANDUNG,20219295,Babakan Sari,Kec. Kiaracondong,Kota Bandung,40281,-6.9187,107.6476,SWASTA,A
,SMK BANI MASUM,69888774,Cimanggu,Kec. Cisalak,Kab. Subang,41283,-6.750499,107.729308,SWASTA,A
,SMKS MERDEKA BANDUNG,20219162,Neglasari,Kec. Cibeunying Kaler,Kota Bandung,40124,-6.8969,107.635,SWASTA,A
,SMK PIB PASIRJAMBU,69831494,Cibodas,Kec. Pasirjambu,Kab. Bandung,40972,-7.1032,107.4898,SWASTA,B
,SMKS WYATA MANDALA 3 CIPATAT,69772948,Ciptaharja,Kec. Cipatat,Kab. Bandung Barat,40754,-6.8352,107.3994,SWASTA,B
,SMKS BUDI UTOMO 2 DEPOK,20229201,Abadijaya,Kec. Sukmajaya,Kota Depok,16417,-6.3932751,106.8541399,SWASTA,B
,SMK SKILL VILLAGE ISLAMIC SCHOOL,70052832,Sukasirna,Kec. Jonggol,Kab. Bogor,16830,6.4958,107.0518,SWASTA,Belum/Tidak Terakreditasi
,SMKS KHARISMAWITA 3 DEPOK,20229214,Serua,Kec. Bojongsari,Kota Depok,16517,-6.3649517,106.7451067,SWASTA,A
,SMK 2 PEMBINA BANGSA,69880577,RANCABUNGUR,Kec. Ranca Bungur,Kab. Bogor,16310,-6.533336,106.739703,SWASTA,B
,SMKS ISLAMIC CENTRE,20214803,Kertawinangun,Kec. Kedawung,Kab. Cirebon,45153,-6.7133,108.538,SWASTA,A
,SMK CENDIKIA UTAMA,69830137,LANGSEB,Kec. Lebakwangi,Kab. Kuningan,45574,-7.0071,108.5779,SWASTA,B
,SMK SEMESTA,20269218,Curug,Kec. Cimanggis,Kota Depok,16453,-6.3920883,106.86614,SWASTA,B
,SMKS AL FATHIMIYAH,20258509,Pinayungan,Kec. Teluk Jambe Timur,Kab. Karawang,41361,-6.3442,107.3107,SWASTA,B
,SMK TI GARUDA NUSANTARA,20268261,Cipageran,Kec. Cimahi Utara,Kota Cimahi,40175,-6.8672,107.5372,SWASTA,A
,SMKN 1 PADAHERANG,20256282,DESA KARANGSARI,KEC. PADAHERANG,Kab. Pangandaran,46384,-7.5565,108.6945,NEGERI,A
,SMKS PUI CIKIJING,20247190,Cikijing,Kec. Cikijing,Kab. Majalengka,45466,-7.0257,108.3536,SWASTA,B
,SMKN 3 KARAWANG,20237414,Kondangjaya,Kec. Karawang Timur,Kab. Karawang,41317,-6.3366,107.3471,NEGERI,A
,SMKS BISTEKIN,20275984,Sinargalih,Kec. Maniis,Kab. Purwakarta,41166,-6.7052,107.3145,SWASTA,B
,SMK PGRI 2 KOTABARU,69948410,Jomin Barat,Kec. Kotabaru,Kab. Karawang,41374,-6.3625744,107.5449833,SWASTA,B
,SMK AL LUTFHI,69947490,Panyusuhan,Kec. Sukaluyu,Kab. Cianjur,43284,-6.8230358,107.2490548,SWASTA,C
,SMKN RAJAPOLAH,20244755,Sukaraja,Kec. Rajapolah,Kab. Tasikmalaya,46155,-7.2047,108.1864,NEGERI,A
,SMKS FARMASI YPIB CIREBON,20244698,Sutawinangun,Kec. Kedawung,Kab. Cirebon,45153,-6.7648,108.4457,SWASTA,B
,SMKS LINGGA KENCANA DEPOK,20229215,Rangkapan Jaya Baru,Kec. Pancoran Mas,Kota Depok,16434,-6.3943382,106.7729534,SWASTA,A
,SMKS BINA INSAN CITA,20238527,BABAKAN,Kec. Kota Bogor Tengah,Kota Bogor,16128,-6.5927,106.8059,SWASTA,C
,SMKS TIARA BANGSA,20238053,Setiadarma,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2672,107.0521,SWASTA,B
,SMK WIDYA UTAMA,20253960,Baleendah,Kec. Baleendah,Kab. Bandung,40375,-7.0033,107.6229,SWASTA,A
,SMKS FARMASI BHAKTI KENCANA,20253395,Cipeucang,Kec. Cileungsi,Kab. Bogor,16820,-6.423,107.039,SWASTA,A
,SMK MAARIF ARAHAN,69947225,Pranggong,Kec. Arahan,Kab. Indramayu,45252,-6.354,108.2269,SWASTA,C
,SMKS YKTB 1 BOGOR,20220292,Semplak,Kec. Kota Bogor Barat,Kota Bogor,16114,-6.5625,106.7639,SWASTA,A
,SMKS MUTIARA BANDUNG,20219179,Garuda,Kec. Andir,Kota Bandung,40184,-6.9074,107.5782,SWASTA,B
,SMK PARIWISATA PABUARAN,69972558,Pabuaran,Kec. Pabuaran,Kab. Subang,41262,-6.4566862,107.640158,SWASTA,A
,SMKS WIDYA DHARMA 2 CITEUREUP,20232494,Karang Asem Barat,Kec. Citeureup,Kab. Bogor,16810,-6.4898,106.8723,SWASTA,B
,SMKN 11 BANDUNG,20219175,Sukaraja,Kec. Cicendo,Kota Bandung,40175,-6.8905,107.5583,NEGERI,A
,SMK ROUDLOTUL ULUM,70030074,Cihanjuang,Kec. Parongpong,Kab. Bandung Barat,40559,-6.8526,107.5666,SWASTA,B
,SMKS BINA PUTERA BOGOR,69768300,Katulampa,Kec. Kota Bogor Timur,Kota Bogor,16144,-6.6310567,106.8331083,SWASTA,B
,SMK MAARIF SUKASLAMET,69862818,Sukaslamet,Kec. Kroya,Kab. Indramayu,45265,-6.5326,108.0285,SWASTA,C
,SMKS DAARUL FATAA,20232442,Cimanggis,Kec. Bojong Gede,Kab. Bogor,16320,-6.5009,106.7853,SWASTA,B
,SMKS PLUS SARIPUDIN CIBINONG,69756851,Sukajadi,Kec. Cibinong,Kab. Cianjur,43271,-7.3119,107.1275,SWASTA,B
,SMKS AS SAABIQ,20244748,Cipakat,Kec. Singaparna,Kab. Tasikmalaya,46417,-7.3456,108.1297,SWASTA,A
,SMK IT AMAL ISLAMI,69899673,Sindangsari,Kec. Lembur Situ,Kota Sukabumi,43167,-6.9531,106.9185,SWASTA,C
,SMKS PELITA CIAMPEA 1,20200606,Benteng,Kec. Ciampea,Kab. Bogor,16620,-6.5527,106.6976,SWASTA,A
,SMKN BUNGURSARI,69849082,Cibodas,Kec. Bungursari,Kab. Purwakarta,41181,-6.446561,107.474357,NEGERI,C
,SMK 2 HAMKA SAGULING,69894473,CIKANDE,Kec. Saguling,Kab. Bandung Barat,40561,-6.904134,107.420265,SWASTA,B
,SMKS MARDI YUANA CIANJUR,20203727,Sawah Gede,Kec. Cianjur,Kab. Cianjur,43212,-6.8275,107.135,SWASTA,B
,SMKS TEKNOLOGI INDUSTRI MANDIRI,69930294,Pasirsari,Kec. Cikarang Selatan,Kab. Bekasi,17532,-6.3275142,107.1533071,SWASTA,C
,SMKS INSAN PRIMA MANDIRI,69754617,Sukabakti,Kec. Tarogong Kidul,Kab. Garut,44151,-7.2283,107.8825,SWASTA,B
,SMK KESEHATAN RAFLESIA,69788559,Gunung Sari,Kec. Pamijahan,Kab. Bogor,16810,-6.711,106.6923,SWASTA,B
,SMKS SC BUMI PERSYADA,69852114,Cidamar,Kec. Cidaun,Kab. Cianjur,43275,-7.479852,107.384176,SWASTA,C
,SMKS BINTANG TIMUR,20280586,SUMBER JAYA,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2353,107.0759,SWASTA,B
,SMK JAYA NUSANTARA,69949770,Jayabakti,Kec. Cabangbungin,Kab. Bekasi,17720,-6.0833,107.1132,SWASTA,C
,SMK AL IKHWAN,20267946,Setianagara,Kec. Cibeureum,Kota Tasikmalaya,46196,-7.3494,108.2571,SWASTA,A
,SMK WIRAKARYA 1 CIPARAY,20228559,Pakutandang,Kec. Ciparay,Kab. Bandung,40381,-7.04,107.7114,SWASTA,B
,SMKS KI HAJAR DEWANTARA BEKASI,20223126,Jatiasih,Kec. Jatiasih,Kota Bekasi,17425,-6.3259,106.9525,SWASTA,B
,SMK NEGERI 1 PASIRKUDA,69762682,Pusakajaya,Kec. Pasirkuda,Kab. Cianjur,43266,-7.4402,107.1235,NEGERI,B
,SMK AL KHOERIYAH,20224515,Ciherang,Kec. Cibeureum,Kota Tasikmalaya,46196,-7.3557,108.2746,SWASTA,A
,SMK KARYA BHAKTI PUSDIKPAL,20224127,Baros,Kec. Cimahi Tengah,Kota Cimahi,40521,-6.8873,107.5428,SWASTA,A
,SMK ALODIA,69948071,Pejuang,Kec. Medan Satria,Kota Bekasi,17131,-6.1893015,106.9851141,SWASTA,C
,SMKS BHAKTI PERTIWI MANONJAYA,20271672,Kalimanggis,Kec. Manonjaya,Kab. Tasikmalaya,46197,-7.3436,108.3063,SWASTA,B
,SMK MUHAMMADIYAH MANGUNJAYA,69920278,DESA JANGRAGA,KEC. MANGUNJAYA,Kab. Pangandaran,46371,-7.4888,108.6858,SWASTA,B
,SMKS BASURAGA,20270755,Balerante,Kec. Palimanan,Kab. Cirebon,45161,-6.721,108.4203,SWASTA,B
,SMK Islam Terpadu Green Bhakti Insani,70056188,Karanggan,Kec. Gunungputri,Kab. Bogor,-,-6.4683,106.88,SWASTA,Belum/Tidak Terakreditasi
,SMKS TAZKIA NUSANTARA CIPANAS,69852115,Cimacan,Kec. Cipanas,Kab. Cianjur,43253,-6.7195,107.0272,SWASTA,B
,SMKN 1 BANJAR,20225282,Banjar,Kec. Banjar,Kota Banjar,46311,-7.3707,108.527,NEGERI,A
,SMKS ISLAM MADINATUL ULUM,69760690,Karangpawitan,Kec. Karangpawitan,Kab. Garut,44182,-7.2069,107.9605,SWASTA,A
,SMKS NURUL HIKMAH,20232473,Sukamanah,Kec. Jonggol,Kab. Bogor,16830,-6.4389,107.0549,SWASTA,B
,SMK NEGERI 1 KUNINGAN,20212913,Cigugur,Kec. Cigugur,Kab. Kuningan,45552,-6.9761,108.4552,NEGERI,A
,SMK SUMATRA 40,20265544,Cihaurgeulis,Kec. Cibeunying Kaler,Kota Bandung,40122,-6.9001,107.6341,SWASTA,A
,SMKS PLUS ASY SYUHADA,20270714,Ngamplangsari,Kec. Cilawu,Kab. Garut,44181,-7.2507,107.908,SWASTA,B
,SMKS BINA UMMAH,60729093,Mekargalih,Kec. Cikalong Kulon,Kab. Cianjur,43291,-6.6999,107.1998,SWASTA,B
,SMKS BINA CIPTA INSANI CARINGIN,20231384,Ciherang Pondok,Kec. Caringin,Kab. Bogor,16730,-6.6931,106.8352,SWASTA,B
,SMK PLUS ARRUSYDA,69888841,Mekarsari,Kec. Cileungsi,Kab. Bogor,16820,-6.438258,107.020849,SWASTA,B
,SMK INKANAS SUMEDANG,69920115,Padasuka,Kec. Sumedang Utara,Kab. Sumedang,45321,-6.8419,107.9269,SWASTA,B
,SMKS ANALIS KIMIA YKPI BOGOR,20220340,Tegalgundil,Kec. Kota Bogor Utara,Kota Bogor,16152,-6.5813,106.8118,SWASTA,A
,SMKS PATRIOT 1 BEKASI,20223134,Kali Baru,Kec. Medan Satria,Kota Bekasi,17133,-6.2198,106.977,SWASTA,A
