Unnamed: 0,NAMA SEKOLAH,NPSN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI
,SMK TERPADU AL-MUNAWAROH,69949489,Kudadepa,Kec. Sukahening,Kab. Tasikmalaya,46154,-7.2149277,108.1465123,SWASTA,C
,SMKS AL HIDAYAH KOTA CIREBON,20256261,Harjamukti,Kec. Harjamukti,Kota Cirebon,45143,-6.7476,108.5325,SWASTA,A
,SMK Bintang Pelajar,69725856,Pancawati,Kec. Caringin,Kab. Bogor,16620,-6.7826,106.769,SWASTA,C
,SMKS IT NURUL HIKMAH,20251830,Kaputihan,Kec. Jatiwaras,Kab. Tasikmalaya,46191,-7.4725,108.2473,SWASTA,B
,SMKS HARAPAN BARU,60726695,Harapan Baru,Kec. Bekasi Utara,Kota Bekasi,17123,-6.2209,107.0175,SWASTA,A
,SMK BAROKAH BHAKTI RANCAKALONG,69955313,Rancakalong,Kec. Rancakalong,Kab. Sumedang,45361,-6.8377,107.8311,SWASTA,B
,SMKS HARAPAN SISWA,60726805,Curugmekar,Kec. Kota Bogor Barat,Kota Bogor,16113,-6.5556,106.7697,SWASTA,C
,SMK PELITA BANGSA MANGUNJAYA,69946200,DESA SINDANGJAYA,KEC. MANGUNJAYA,Kab. Pangandaran,46371,-7.4978839,108.7219075,SWASTA,B
,SMKS PUTRA BHAGASASI,69900759,Sukakersa,Kec. Sukakarya,Kab. Bekasi,17765,-6.139,107.2003,SWASTA,C
,SMKN KIARAPEDES,69849085,Kiarapedes,Kec. Kiarapedes,Kab. Purwakarta,41175,-6.6447,107.5696,NEGERI,C
,SMKS GARUDA BANGSA,20267731,Nanggerang,Kec. Tajurhalang,Kab. Bogor,16320,-6.4619,106.7806,SWASTA,B
,SMKS GLOBAL MULIA,69819427,Pasirsari,Kec. Cikarang Selatan,Kab. Bekasi,17530,-6.3151,107.1612,SWASTA,A
,SMKS PGRI BABAKANMADANG,20232481,Babakan Madang,Kec. Babakan Madang,Kab. Bogor,16811,-6.5577,106.8554,SWASTA,A
,SMKS KIMIA DHARMA BHAKTI BANDUNG,20219183,Cibuntu,Kec. Bandung Kulon,Kota Bandung,40212,-6.9151,107.5717,SWASTA,B
,SMKS GEMA ISTIQOMAH,69757154,Sudajaya Hilir,Kec. Baros,Kota Sukabumi,43167,-6.949,106.9117,SWASTA,B
,SMK INSAN RELIGI,69896671,Bendungan,Kec. Jonggol,Kab. Bogor,16830,-6.4997,107.0866,SWASTA,B
,SMK DHARMA AGUNG SIDAMULIH,69947412,DESA SIDAMULIH,KEC. SIDAMULIH,Kab. Pangandaran,46365,-7.6015675,108.6035135,SWASTA,C
,SMKS AL FATTAH BOJONGMENGGER,20254638,Bojongmengger,Kec. Cijeungjing,Kab. Ciamis,46271,-7.3512,108.4378,SWASTA,B
,SMK NAHDLATUL ULAMA LOSARANG,69849580,Santing,Kec. Losarang,Kab. Indramayu,45253,-6.3807,108.1325,SWASTA,B
,SMKS DHARMA AGUNG,69753315,Cisitu,Kec. Malangbong,Kab. Garut,44188,-7.0425,108.0886,SWASTA,B
,SMKS SUMPAH PEMUDA 2,20255760,Jambu Luwuk,Kec. Ciawi,Kab. Bogor,16760,-6.6901,106.8796,SWASTA,A
,SMKS MUHAMMADIYAH 01 BEKASI,20231740,Bekasi Jaya,Kec. Bekasi Timur,Kota Bekasi,17112,-6.2339,107.0092,SWASTA,A
,SMKS SYADAM BOJONGGEDE,20271038,Tajur Halang,Kec. Tajurhalang,Kab. Bogor,16320,-6.4748,106.758,SWASTA,C
,SMKS YMA MEGAMENDUNG,20231459,CIPAYUNG,Kec. Megamendung,Kab. Bogor,16770,-6.6507,106.8917,SWASTA,A
,SMK TAMANSISWA BOGOR,69947461,Ciwaringin,Kec. Kota Bogor Tengah,Kota Bogor,16114,-6.5916848,106.8091129,SWASTA,B
,SMKS PASUNDAN 2 SUKABUMI,20221571,Nyomplong,Kec. Warudoyong,Kota Sukabumi,43131,-6.9237,106.9232,SWASTA,B
,SMKS TERPADU INSAN CITA,69786520,Hegarmanah,Kec. Warung Kiara,Kab. Sukabumi,43362,-7.0097,106.6953,SWASTA,B
,SMK BANDUNG BARAT 2 CIHAMPELAS,69947229,Cihampelas,Kec. Cihampelas,Kab. Bandung Barat,40767,-6.9263,107.4787,SWASTA,B
,SMKS WIDYA DIRGANTARA BANDUNG,20265547,Cibuntu,Kec. Bandung Kulon,Kota Bandung,40212,-6.9266,107.5672,SWASTA,A
,SMKS AL FAJAR PELABUHANRATU SUKABUMI,20202269,PALABUHANRATU,Kec. Pelabuhan Ratu,Kab. Sukabumi,43364,-6.9913,106.5491,SWASTA,A
,SMKS MUTIARA BARU BEKASI,20223138,Sepanjang Jaya,Kec. Rawalumbu,Kota Bekasi,17114,-6.2682,107.0066,SWASTA,A
,SMKS PGRI CITEUREUP,20231434,Karang Asem Barat,Kec. Citeureup,Kab. Bogor,16810,-6.4917,106.8788,SWASTA,A
,SMKN 4 KOTA BEKASI,20269981,Jatirangga,Kec. Jati Sampurna,Kota Bekasi,17434,-6.36,106.9321,NEGERI,A
,SMKN PETERNAKAN LEMBANG,20267759,Cikole,Kec. Lembang,Kab. Bandung Barat,40391,-6.802,107.6511,NEGERI,A
,SMKS BINA RAHAYU,20252955,Sawangan Lama,Kec. Sawangan,Kota Depok,16511,-6.4086,106.7557,SWASTA,A
,SMKS PLUS AN NUUR,20238551,Sukarapih,Kec. Sukarame,Kab. Tasikmalaya,46461,-7.3649,108.1423,SWASTA,B
,SMK AL-IHYA CIAWIGEBANG,69948344,Cihaur,Kec. Ciawigebang,Kab. Kuningan,45591,-6.9378035,108.6114042,SWASTA,C
,SMK ISLAM TERPADU AL-WAHHAB,69991402,Sukawangi,Kec. Warungkondang,Kab. Cianjur,43261,-6.845747,107.095512,SWASTA,C
,SMKS PANMAS 2 DEPOK,20229223,Mampang,Kec. Pancoran Mas,Kota Depok,16433,-6.3942914,106.7966748,SWASTA,A
,SMKS KESEHATAN EFARINA,20268272,Cibening,Kec. Bungursari,Kab. Purwakarta,41181,-6.4881,107.4774,SWASTA,B
,SMK CINTA NEGERI,69985855,Kertajadi,Kec. Cidaun,Kab. Cianjur,43275,-7.4922,107.3402,SWASTA,C
,SMKS NUSANTARA MANDIRI,20258244,Pondok Udik,Kec. Kemang,Kab. Bogor,16310,-6.4903,106.7316,SWASTA,A
,SMK PASUNDAN MAJALAYA,20256632,Sukamaju,Kec. Majalaya,Kab. Bandung,40382,-7.0443,107.7523,SWASTA,A
,SMK CAHAYA,20254845,Situ Ilir,Kec. Cibungbulang,Kab. Bogor,16630,-6.5955,106.6544,SWASTA,B
,SMKS BINA KARYA 2 KARAWANG,20217808,Tanjungpura,Kec. Karawang Barat,Kab. Karawang,41316,-6.2824,107.2815,SWASTA,A
,SMKS MEKARMUKTI,69753550,Cijayana,Kec. Mekarmukti,Kab. Garut,44165,-7.5534,107.5682,SWASTA,B
,SMKN 4 SUKABUMI,20253907,Cipanengah,Kec. Lembur Situ,Kota Sukabumi,43169,-6.961,106.9077,NEGERI,A
,SMKS ASY SYAHIDA DUKUPUNTANG,20271756,Cangkoak,Kec. Dukupuntang,Kab. Cirebon,45652,-6.7636267,108.4306583,SWASTA,B
,SMK KARTINI BHAKTI MANDIRI,69944858,Padalarang,Kec. Padalarang,Kab. Bandung Barat,40553,-6.8477,107.4901,SWASTA,B
,SMKS CIPTA INSANI MANDIRI,69759295,Rangkapan Jaya Baru,Kec. Pancoran Mas,Kota Depok,16434,-6.3956717,106.77851,SWASTA,A
,SMK NEGERI 1 KAPETAKAN,69973159,Kapetakan,Kec. Kapetakan,Kab. Cirebon,45152,-6.5533,108.5017,NEGERI,B
,SMKS AL MUBAROK CISALAK,20264739,Gardusayang,Kec. Cisalak,Kab. Subang,41283,-6.7287,107.7621,SWASTA,A
,SMKS PEMBINA BANGSA,20232476,Ranca Bungur,Kec. Ranca Bungur,Kab. Bogor,16310,-6.5228,106.6947,SWASTA,B
,SMKS LUHUR BALADIKA,69733857,Selacau,Kec. Batujajar,Kab. Bandung Barat,40561,-6.9289,107.5234,SWASTA,B
,SMK HARAPAN BANGSA BALEENDAH,20256563,Baleendah,Kec. Baleendah,Kab. Bandung,40375,-7.008,107.6213,SWASTA,B
,SMK NU AL BASYARIYAH KEDOKANBUNDER,20269849,Kedokanbunder Wetan,Kec. Kedokan Bunder,Kab. Indramayu,45283,-6.5083,108.4337,SWASTA,B
,SMKS IPTEK CILAMAYA,20237402,Tegalsari,Kec. Cilamaya Wetan,Kab. Karawang,41384,-6.2696,107.5667,SWASTA,A
,SMKS AL FATMAH CIANJUR,20268414,Rancagoong,Kec. Cilaku,Kab. Cianjur,43285,-6.8444,107.126,SWASTA,A
,SMKS SANDIKTA BEKASI,20223133,Jatirahayu,Kec. Pondok Melati,Kota Bekasi,17414,-6.3000025,106.9236204,SWASTA,A
,SMK PP NEGERI SUMEDANG,20254838,Licin,Kec. Cimalaka,Kab. Sumedang,45353,-6.797,107.9496,NEGERI,A
,SMK NIDA EL ADABI,69787172,Kabasiran,Kec. Parungpanjang,Kab. Bogor,16360,-6.346,106.5739,SWASTA,A
,SMK SURYA KENCANA,69940018,Sirnajati,Kec. Cibarusah,Kab. Bekasi,17340,-6.4518,107.1018,SWASTA,C
,SMKS AL-MUHAJIRIN,69942618,Sukajaya,Kec. Sukatani,Kab. Purwakarta,41167,-6.6083,107.412,SWASTA,B
,SMK MUHAMMADIYAH 2 CIKAMPEK,69958940,Pucung,Kec. Kotabaru,Kab. Karawang,41374,-6.3981,107.469,SWASTA,B
,SMKS ASSALAM,69772639,Cisalak Pasar,Kec. Cimanggis,Kota Depok,16452,-6.3752,106.8637,SWASTA,A
,SMKS BUMI PUTERA,20271764,Ciasmara,Kec. Pamijahan,Kab. Bogor,16630,-6.681,106.6459,SWASTA,B
,SMKS JAKARTA RAYA 3,20254110,Bojong Gede,Kec. Bojong Gede,Kab. Bogor,16320,-6.481,106.8017,SWASTA,B
,SMK MADKA IQLIMA,20271276,Wanasari,Kec. Wanayasa,Kab. Purwakarta,41174,-6.6576,107.5421,SWASTA,B
,SMKN 1 GUNUNGGURUH,20253633,Cibolang,Kec. Gunung Guruh,Kab. Sukabumi,43156,-6.9435,106.8772,NEGERI,A
,SMKS AS SAKIENAH BOARDING SCHOOL,20268852,Tugu,Kec. Sliyeg,Kab. Indramayu,45281,-6.4162,108.3459,SWASTA,B
,SMKN 1 PEBAYURAN,20254052,Sumberurip,Kec. Pebayuran,Kab. Bekasi,17710,-6.1178,107.2655,NEGERI,A
,SMK NEGERI SITURAJA,20235632,Sukatali,Kec. Situraja,Kab. Sumedang,45371,-6.8343,107.9996,NEGERI,A
,SMKS BINA MANDIRI SEJAHTERA,20280627,CITEUREUP,Kec. Citeureup,Kab. Bogor,16810,-6.4816,106.8837,SWASTA,B
,SMKS SUKAPURA,69786374,Tanjungjaya,Kec. Tanjungjaya,Kab. Tasikmalaya,46184,-7.3801,108.12,SWASTA,B
,SMKN 9 BANDUNG,20219139,Jati Sari,Kec. Buahbatu,Kota Bandung,40286,-6.9403,107.657,NEGERI,A
,SMK PRIMA PRATAMA BOARDING SCHOOL,69979631,Simpang,Kec. Cibalong,Kab. Garut,44176,-7.6303,107.9119,SWASTA,C
,SMK ZENIA RAHMAT,69893379,GUNUNG MULYA,Kec. Tenjolaya,Kab. Bogor,16620,-6.689341,106.7223,SWASTA,B
,SMK NEGERI 3 CIMAHI,20224135,Citeureup,Kec. Cimahi Utara,Kota Cimahi,40512,-6.8596,107.5567,NEGERI,A
,SMKS PLUS BINA TEKNIK YLPI SUKABUMI,20221595,Lembursitu,Kec. Lembur Situ,Kota Sukabumi,43169,-6.968,106.9026,SWASTA,A
,SMK NEGERI 3 CIKARANG BARAT,69974030,Telagamurni,Kec. Cikarang Barat,Kab. Bekasi,17520,-6.2512,107.128,NEGERI,B
,SMKS BUDINIAH,20231394,Puspasari,Kec. Citeureup,Kab. Bogor,16810,-6.4728,106.8736,SWASTA,B
,SMKS TEKNIKA CISAAT SUKABUMI,20202274,Cisaat,Kec. Cisaat,Kab. Sukabumi,43152,-6.912235,106.8862683,SWASTA,A
,SMKN 1 CIKEDUNG,20255901,Jambak,Kec. Cikedung,Kab. Indramayu,45262,-6.4971,108.1874,NEGERI,A
,SMKS RISE,60726454,Kejaksan,Kec. Kejaksan,Kota Cirebon,45121,-6.7293,108.5533,SWASTA,B
,SMKS PGRI PAMIJAHAN,20252939,Gunung Sari,Kec. Pamijahan,Kab. Bogor,16810,-6.7055,106.6882,SWASTA,B
,SMK KARTIKA XIX-3,60726448,Sunyaragi,Kec. Kesambi,Kota Cirebon,45131,-6.7304,108.5459,SWASTA,B
,SMK ISLAM TERPADU PELITA SUBANA DARMA,69944302,Kawahmanuk,Kec. Darma,Kab. Kuningan,45562,-7.0146,108.3929,SWASTA,B
,SMK PLUS PRATAMA ADI,20257433,Banjaran Wetan,Kec. Banjaran,Kab. Bandung,40377,-7.0484,107.5931,SWASTA,B
,SMKS NURUL ILMI,20268066,Singajaya,Kec. Cibalong,Kab. Tasikmalaya,46185,-7.5002,108.1921,SWASTA,B
,SMK PLUS DAWATUL QURAN BOGOR,69932818,Gunungbatu,Kec. Kota Bogor Barat,Kota Bogor,16610,-6.5641399,106.7637989,SWASTA,C
,SMK IBNU HAMBAL,69947697,Pakemitan,Kec. Cikatomas,Kab. Tasikmalaya,46193,-7.5815928,108.312169,SWASTA,C
,SMK As-Salafiyah,20214823,Bodesari,Kec. Plumbon,Kab. Cirebon,45155,-6.7177,108.487,SWASTA,A
,SMK MANDALLA ENTREPRENEUR SCHOOL,69979166,Rengasdengklok Selatan,Kec. Rengasdengklok,Kab. Karawang,41352,-6.1632,107.297,SWASTA,B
,SMKS PASUNDAN CIJULANG,20211524,DESA CIJULANG,KEC. CIJULANG,Kab. Pangandaran,46394,-7.7266,108.4722,SWASTA,A
,SMKS TELEKOMUNIKASI BUDI ARTI,60726462,Drajat,Kec. Kesambi,Kota Cirebon,45133,-6.7354,108.5593,SWASTA,B
,SMK SWASTA MUTIARA HUSADA,69788554,Sukasari,Kec. Serang Baru,Kab. Bekasi,17731,-6.3762,107.1241,SWASTA,B
,SMKS PERTANIAN AT-TAUFIQ,20280624,Sukakerta,Kec. Sukawangi,Kab. Bekasi,17562,-6.1041,107.1337,SWASTA,B
,SMKS RIYADLUT TAUHID,20258132,Rancapaku,Kec. Padakembang,Kab. Tasikmalaya,46466,-7.3218,108.1344,SWASTA,B
,SMK INFORMATIKA BISNIS,69882372,Wanasari,Kec. Cibitung,Kab. Bekasi,17520,-6.2445,107.0922,SWASTA,B
,SMKS AZZAINIYAH,20258059,Perbawati,Kec. Sukabumi,Kab. Sukabumi,43151,-6.8699,106.9463,SWASTA,A
,SMKS CINTA RASUL,69755454,Cijujung,Kec. Cibungbulang,Kab. Bogor,16630,-6.5519,106.6537,SWASTA,B
,SMK TI PEMBANGUNAN,20224103,Utama,Kec. Cimahi Selatan,Kota Cimahi,40533,-6.8971,107.5155,SWASTA,A
,SMKS PGRI CIKAMPEK,20217796,Jomin Barat,Kec. Kotabaru,Kab. Karawang,41376,-6.4163,107.4775,SWASTA,B
,SMK SAPTA MARGA,69899185,Pabuaran,Kec. Cibinong,Kab. Bogor,16916,-6.4688983,106.8472517,SWASTA,B
,SMK KOMPUTER INDONESIA,69895414,Bojong Rangkas,Kec. Ciampea,Kab. Bogor,16620,-6.5588,106.6892,SWASTA,B
,SMKS AL MAMUN SURIAN,69929578,Suria Medal,Kec. Surian,Kab. Sumedang,45392,-6.6266,107.8597,SWASTA,B
,SMKS FUTUUHIYAH,20252872,Cipanas,Kec. Cipanas,Kab. Cianjur,43253,-6.7396,107.0402,SWASTA,B
,SMKN 1 CIPEUNDEUY,20279928,Margalaksana,Kec. Cipeundeuy,Kab. Bandung Barat,40558,-6.7323,107.3539,NEGERI,B
,SMK MUTIARA SANDI BALEENDAH,20227960,Manggahang,Kec. Baleendah,Kab. Bandung,40375,-7.0191,107.6539,SWASTA,B
,SMK TUNAS SINAR MANDIRI 2,69830393,Tanjung Rasa,Kec. Tanjung Sari,Kab. Bogor,16840,-6.5841,107.1454,SWASTA,B
,SMK KARYA PUTRA MANGGALA,69874083,Mandalamekar,Kec. Jatiwaras,Kab. Tasikmalaya,46185,-7.4718,108.2229,SWASTA,B
,SMKS NU GABUSWETAN,20253574,Drunten Kulon,Kec. Gabuswetan,Kab. Indramayu,45263,-6.4124,108.0411,SWASTA,B
,SMK AL-JAUHARIYAH,69888855,Sukaluyu,Kec. Cijati,Kab. Cianjur,43277,-7.2853,107.0104,SWASTA,B
,SMK SEHATI KARAWANG,69949224,Pancawati,Kec. Klari,Kab. Karawang,41371,-6.367,107.3839,SWASTA,A
,SMKS MUHAMMADIYAH 2 CIBIRU,20219173,Palasari,Kec. Cibiru,Kota Bandung,40615,-6.9238,107.7131,SWASTA,A
,SMK KEHUTANAN NEGERI KADIPATEN,20263963,Cipaku,Kec. Kadipaten,Kab. Majalengka,45452,-6.7637,108.1833,NEGERI,A
,SMK AL-JIHAD PANGALENGAN,20228511,LAMAJANG,Kec. Pangalengan,Kab. Bandung,40378,-7.1282,107.5554,SWASTA,B
,SMK Darus Saadah,70028589,Cijujung,Kec. Sukaraja,Kab. Bogor,16710,-6.5246408,106.8433092,SWASTA,A
,SMKS SINGAPARNA,20229518,Arjasari,Kec. Leuwisari,Kab. Tasikmalaya,46464,-7.3405,108.1091,SWASTA,A
,SMK BAITTUL RAHMAT,69952583,Sukatani,Kec. Cilawu,Kab. Garut,44181,-7.3054,107.9193,SWASTA,C
,SMK GUNA JAYA,69886243,Buniwangi,Kec. Surade,Kab. Sukabumi,43179,-7.361009,106.541785,SWASTA,B
,SMKS PELITA BUNGA BANGSA,20258134,Arjasari,Kec. Arjasari,Kab. Bandung,40379,-7.0559612,107.6463058,SWASTA,B
,SMKN PP CIANJUR,60726857,Sirnagalih,Kec. Cilaku,Kab. Cianjur,43285,-6.8545,107.1316,NEGERI,A
,SMK KUSUMA WARDHANA,69894948,Tanahbaru,Kec. Kota Bogor Utara,Kota Bogor,16154,-6.5638,106.8222,SWASTA,A
,SMKS BINA CENDIKIA,69755802,Barengkok,Kec. Leuwiliang,Kab. Bogor,16640,-6.5981,106.6406,SWASTA,B
,SMKS KARYA BAHANA MANDIRI,20268893,Padurenan,Kec. Mustika Jaya,Kota Bekasi,17156,-6.3218,107.0064,SWASTA,A
,SMKS BINA SEJAHTERA 3,69765806,Margajaya,Kec. Kota Bogor Barat,Kota Bogor,16116,-6.5744,106.7449,SWASTA,A
,SMKS PERMATA,20246388,Segarajaya,Kec. Taruma Jaya,Kab. Bekasi,17218,-6.0973,106.9987,SWASTA,C
,SMK ANSORUNA SUBANG,69888297,Tambakdahan,Kec. Tambakdahan,Kab. Subang,41253,-6.3508,107.8194,SWASTA,B
,SMK IT TALEGONG,69899219,Mekarmulya,Kec. Talegong,Kab. Garut,44167,-7.4692,107.4449,SWASTA,C
,SMKN 1 CIBINONG,20231420,Karadenan,Kec. Cibinong,Kab. Bogor,16913,-6.522,106.8077,NEGERI,A
,SMKS AL KAUTSAR,20271596,Sadengkolot,Kec. Leuwisadeng,Kab. Bogor,16640,-6.581,106.5897,SWASTA,B
,SMKS BINA SEJAHTERA 2 KOTA BOGOR,20220286,Kebonkelapa,Kec. Kota Bogor Tengah,Kota Bogor,16112,-6.5898,106.7811,SWASTA,A
,SMK MMC,69897021,Sukaratu,Kec. Sukaratu,Kab. Tasikmalaya,46152,-7.2796,108.1417,SWASTA,B
,SMKS RANACO,60726851,Curugrendeng,Kec. Jalancagak,Kab. Subang,41281,-6.6909,107.6671,SWASTA,C
,SMK FATAH MA SUM,69947076,Saribakti,Kec. Peundeuy,Kab. Garut,44178,-7.5463225,107.9126861,SWASTA,C
,SMK ISLAM HEGARMANAH,70004943,Hegarmanah,Kec. Cicantayan,Kab. Sukabumi,43155,-6.9116193,106.8106375,SWASTA,C
,SMKN 1 TIRTAMULYA,20270735,Parakan,Kec. Tirtamulya,Kab. Karawang,41372,-6.3399,107.4687,NEGERI,B
,SMK PERWIRA BANGSA,20270209,Sawangan Lama,Kec. Sawangan,Kota Depok,16511,-6.40575,106.759465,SWASTA,B
,SMK FARMASI AS-SHIFA,20228525,Pakutandang,Kec. Ciparay,Kab. Bandung,40381,-7.0395,107.7108,SWASTA,A
,SMKS TRITURA,20257149,Cilangkap,Kec. Tapos,Kota Depok,16458,-6.4461783,106.863105,SWASTA,B
,SMK AMAL MULIA,20231375,Kembang Kuning,Kec. Klapanunggal,Kab. Bogor,16876,-6.4489,106.9338,SWASTA,B
,SMKS UNGGUL KALPATARU,60726666,Nyangkowek,Kec. Cicurug,Kab. Sukabumi,43359,-6.805727,106.781356,SWASTA,A
,SMK BAKTI JAYA,20276189,Jatijajar,Kec. Tapos,Kota Depok,16955,-6.424295,106.8616733,SWASTA,B
,SMKS BUDI TRESNA CIREBON,20244684,Watubelah,Kec. Sumber,Kab. Cirebon,45611,-6.7427,108.4923,SWASTA,A
,SMKS ISLAM DAARUL KHOIR,60729051,Pengasinan,Kec. Gunung Sindur,Kab. Bogor,16340,-6.3614,106.6977,SWASTA,B
,SMKS PENERBANGAN BAKTI NUSANTARA,60726703,Tridayasakti,Kec. Tambun Selatan,Kab. Bekasi,17510,-6.2499,107.0673,SWASTA,B
,SMKN 11 GARUT,20262129,Cisewu,Kec. Cisewu,Kab. Garut,44166,-7.3748,107.4945,NEGERI,B
,SMKS PERWIRA BANGSA,20252553,Perwira,Kec. Bekasi Utara,Kota Bekasi,17122,-6.1969,107.0119,SWASTA,B
,SMKS PGRI RAWALUMBU,60726811,Bojong Rawalumbu,Kec. Rawalumbu,Kota Bekasi,17116,-6.2798,107.0083,SWASTA,B
,SMKS ANGKASA HUSEIN S BANDUNG,20219318,Husen Sastranegara,Kec. Cicendo,Kota Bandung,40174,-6.9057,107.5823,SWASTA,A
,SMKS YAJ,20254114,Jatimulya,Kec. Cilodong,Kota Depok,16413,-6.4465817,106.8302767,SWASTA,B
,SMK MUTIARA CENDEKIA,69894099,Cikondang,Kec. Citamiang,Kota Sukabumi,43142,-6.9455,106.9225,SWASTA,B
,SMK PU N PROVINSI JAWA BARAT,20219231,Kacapiring,Kec. Batununggal,Kota Bandung,40271,-6.9175,107.6323,NEGERI,A
,SMKN 1 LEUWIMUNDING,69944965,Parungjaya,Kec. Leuwimunding,Kab. Majalengka,45473,-6.7176,108.3543,NEGERI,B
,SMK INTEGRAL PROF DR. HAMKA SUBANG,69864702,Cigadung,Kec. Subang,Kab. Subang,41256,-6.3364,107.6688,SWASTA,B
,SMKS EL HUDA KEDOKANGABUS,20253309,Kedokangabus,Kec. Gabuswetan,Kab. Indramayu,45263,-6.4666,108.1101,SWASTA,B
,SMKS AL MUHTAR PABUARAN,20269160,Bantarsari,Kec. Pabuaran,Kab. Sukabumi,43173,-7.1513,106.7694,SWASTA,A
,SMKS SAIS 1,69830511,Ciluncat,Kec. Cangkuang,Kab. Bandung,40377,-7.0413,107.5453,SWASTA,A
,SMK BAKTI INSANI,69975637,Tegalbuleud,Kec. Tegalbuleud,Kab. Sukabumi,43186,-7.4202,106.7739,SWASTA,B
,SMKN 1 INDRAMAYU,20216004,Karanganyar,Kec. Indramayu,Kab. Indramayu,45213,-6.3411,108.338,NEGERI,A
,SMKS PGRI GARUT,20227484,Kotakulon,Kec. Garut Kota,Kab. Garut,44112,-7.2216,107.9056,SWASTA,B
,SMKS PAHLAWAN,69769404,Arjawinangun,Kec. Arjawinangun,Kab. Cirebon,45162,-6.7279,108.461,SWASTA,B
,SMKS ASY SYIFA,20256288,Lenggahjaya,Kec. Cabangbungin,Kab. Bekasi,17720,-6.075,107.1453,SWASTA,B
,SMKS PGRI 3 KARAWANG,20265290,Rengasdengklok Selatan,Kec. Rengasdengklok,Kab. Karawang,41352,-6.1698,107.2982,SWASTA,A
,SMKS TAMAN KARYA MADYA TEKNIK,20222310,Pekalipan,Kec. Pekalipan,Kota Cirebon,45117,-6.7224,108.5671,SWASTA,B
,SMKS BINA MANDIRI BOGOR,20238528,Kedunghalang,Kec. Kota Bogor Utara,Kota Bogor,16158,-6.5381,106.8059,SWASTA,B
,SMKN 1 MUNDU,20214795,Mundu Pesisir,Kec. Mundu,Kab. Cirebon,45173,-6.7508,108.589,NEGERI,A
,SMKS TEKNOLOGI ASSALAM BEKASI,20218476,Cikarang Kota,Kec. Cikarang Utara,Kab. Bekasi,17530,-6.267,107.1478,SWASTA,C
,SMKS ATTAQWA 01 TARUMAJAYA,20254291,Setia Asih,Kec. Taruma Jaya,Kab. Bekasi,17215,-6.1707,106.9936,SWASTA,B
,SMK PRESIDEN CIREBON,69929094,Lemahwungkuk,Kec. Lemahwungkuk,Kota Cirebon,45112,-6.7331,108.5475,SWASTA,B
,SMK INSAN TAZAKKA,69946696,Sarimulya,Kec. Kotabaru,Kab. Karawang,41372,-6.4179,107.4697,SWASTA,B
,SMKS SENTOSA CILAWU,20276131,Ngamplang,Kec. Cilawu,Kab. Garut,44181,-7.2814,107.8904,SWASTA,B
,SMK PELITA ANUGRAH BANGSA 1,69886263,Muaracikadu,Kec. Sindang Barang,Kab. Cianjur,43272,-7.426452,107.183089,SWASTA,C
,SMK IT BANJARWANGI,69934888,Bojong,Kec. Banjarwangi,Kab. Garut,44172,-7.4504,107.8895,SWASTA,C
,SMK KRIDA MANDIRI,69959049,Bojongsari,Kec. Kedung Waringin,Kab. Bekasi,17540,-6.272,107.2613,SWASTA,C
,SMK GLOBAL INDONESIA,69896725,Paledang,Kec. Kota Bogor Tengah,Kota Bogor,16122,-6.5985,106.7927,SWASTA,B
,SMK YASPIF,69873937,Cibuaya,Kec. Cibuaya,Kab. Karawang,41356,-6.0597,107.356,SWASTA,B
,SMK BINA KHARISMA,69954187,Mekarjaya,Kec. Kedung Waringin,Kab. Bekasi,17540,-6.250656,107.246302,SWASTA,B
,SMKS FARMASI MUHAMMADIYAH CIREBON,20244686,Kertawinangun,Kec. Kedawung,Kab. Cirebon,45153,-6.7163,108.5383,SWASTA,A
,SMKN 1 CIANJUR,20203872,SAWAH GEDE,Kec. Cianjur,Kab. Cianjur,43212,-6.8265,107.1367,NEGERI,A
,SMKS MUSLIMIN 1 BANDUNG,20219181,Lingkar Selatan,Kec. Lengkong,Kota Bandung,40263,-6.9326,107.62,SWASTA,A
,SMK NURUL FALAH,69934752,Cikawung,Kec. Pancatengah,Kab. Tasikmalaya,46194,-7.6371973,108.3250412,SWASTA,C
,SMK ISLAM KAWALU,20270554,Karsamenak,Kec. Kawalu,Kota Tasikmalaya,46182,-7.3656,108.2191,SWASTA,B
,SMK INDUSTRI TEKNOLOGI NASIONAL,69827765,Payungsari,Kec. Pedes,Kab. Karawang,41353,-6.072141,107.368602,SWASTA,B
,SMK NEGERI 1 CIMERAK,70003343,DESA SUKAJAYA,KEC. CIMERAK,Kab. Pangandaran,46395,-7.7710643,108.4211385,NEGERI,B
,SMKS INSAN AQILAH 3,69786395,Sawangan Lama,Kec. Sawangan,Kota Depok,16511,-6.3988217,106.7604433,SWASTA,C
,SMK PASUNDAN 1,20224133,Citeureup,Kec. Cimahi Utara,Kota Cimahi,40512,-6.8613,107.5518,SWASTA,A
,SMKS KORPRI SUMEDANG,20208395,MEKARJAYA,Kec. Sumedang Utara,Kab. Sumedang,45323,-6.8347,107.9134,SWASTA,A
,SMK PASUNDAN 1 BANJARAN,20206223,Banjaran,Kec. Banjaran,Kab. Bandung,40377,-7.0462,107.5877,SWASTA,A
